session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0009134,USR015091,CRS049795,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4969,2,2026-02-16
AIS0009135,USR019226,CRS001306,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2625,4,2026-05-03
AIS0009136,USR007469,CRS015412,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2241,3,2026-03-09
AIS0009137,USR011775,CRS049006,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3509,2,2026-02-12
AIS0009138,USR018783,CRS046036,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4759,3,2026-04-06
AIS0009139,USR008820,CRS036462,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",688,5,2026-04-27
AIS0009140,USR003912,CRS020090,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1320,3,2026-04-03
AIS0009141,USR033201,CRS003291,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3580,4,2026-05-03
AIS0009142,USR018370,CRS003640,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1135,2,2026-02-24
AIS0009143,USR030730,CRS031251,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4752,3,2026-04-06
AIS0009144,USR027648,CRS019559,Career Guidance,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2033,2,2026-05-07
AIS0009145,USR004650,CRS028147,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2277,4,2026-04-02
AIS0009146,USR025860,CRS021519,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1365,2,2026-03-06
AIS0009147,USR021080,CRS016962,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1245,3,2026-03-26
AIS0009148,USR006537,CRS038188,Assignment Help,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1798,4,2026-03-09
AIS0009149,USR018872,CRS024328,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2991,5,2026-03-19
AIS0009150,USR024843,CRS042211,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4525,1,2026-05-07
AIS0009151,USR025666,CRS009367,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3750,1,2026-04-04
AIS0009152,USR025570,CRS021296,Doubt Solving,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2570,5,2026-03-27
AIS0009153,USR016396,CRS005123,Concept Explanation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4820,3,2026-05-12
AIS0009154,USR009958,CRS025533,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1337,5,2026-02-13
AIS0009155,USR026972,CRS021318,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2051,1,2026-02-18
AIS0009156,USR049234,CRS012036,Revision,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2873,1,2026-05-08
AIS0009157,USR023262,CRS049481,Doubt Solving,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",877,2,2026-03-12
AIS0009158,USR007900,CRS026449,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3167,5,2026-04-04
AIS0009159,USR039005,CRS013243,Concept Explanation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1464,1,2026-03-05
AIS0009160,USR041625,CRS021688,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",584,4,2026-03-07
AIS0009161,USR026022,CRS026695,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1690,4,2026-04-20
AIS0009162,USR029455,CRS041240,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4310,2,2026-02-15
AIS0009163,USR026051,CRS049622,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2146,4,2026-05-12
AIS0009164,USR030932,CRS010806,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2329,1,2026-03-11
AIS0009165,USR036521,CRS012687,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2959,5,2026-03-30
AIS0009166,USR039271,CRS012253,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4069,2,2026-04-13
AIS0009167,USR044223,CRS046923,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4756,2,2026-03-11
AIS0009168,USR016723,CRS016168,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3923,4,2026-03-03
AIS0009169,USR036086,CRS000500,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1564,3,2026-05-11
